,Name,Area,Furnishing,Transaction,Status,Price
1551,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1552,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1553,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1554,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1555,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1556,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1557,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1558,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1559,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1560,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1561,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1562,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1563,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1564,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1565,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1566,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1567,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1568,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1569,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1570,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1571,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1572,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1573,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1574,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1575,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1576,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1577,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1578,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1579,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1580,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1581,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1582,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1583,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1584,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1585,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1586,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1587,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1588,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1589,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1590,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1591,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1592,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1593,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1594,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1595,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1596,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1597,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1598,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1599,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1600,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1601,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1602,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1603,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1604,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1605,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1606,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1607,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1608,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1609,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1610,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1611,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1612,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1613,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1614,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1615,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1616,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1617,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1618,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1619,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1620,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1621,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1622,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1623,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1624,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1625,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1626,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1627,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1628,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1629,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1630,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1631,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1632,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1633,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1634,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1635,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1636,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1637,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1638,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1639,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1640,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1641,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1642,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1643,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1644,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1645,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1646,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1647,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1648,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1649,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1650,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1651,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1652,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1653,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1654,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1655,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1656,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1657,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1658,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1659,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1660,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1661,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1662,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1663,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1664,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1665,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1666,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1667,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1668,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1669,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1670,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1671,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1672,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1673,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1674,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1675,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1676,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1677,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1678,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1679,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1680,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1681,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1682,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1683,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1684,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1685,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1686,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1687,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1688,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1689,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1690,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1691,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1692,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1693,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1694,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1695,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1696,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1697,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1698,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1699,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1700,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1701,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1702,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1703,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1704,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1705,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1706,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1707,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1708,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1709,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1710,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1711,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1712,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1713,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1714,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1715,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1716,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1717,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1718,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1719,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1720,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1721,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1722,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1723,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1724,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1725,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1726,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
1727,3 BHK House for Sale in Haridevpur,1817 sqft,Unfurnished,Resale,Ready to Move,₹84 Lac
1728,3 BHK Apartment for Sale in Motilal Gupta Road Kolkata,1100 sqft,Furnished,Resale,Ready to Move,₹30 Lac
1729,6 BHK House for Sale in Bangur Avenue,4400 sqft,Unfurnished,Resale,Ready to Move,₹2.80 Cr
1730,5 BHK House for Sale in Ballygunge Kolkata,2142 sqft,Unfurnished,Resale,Ready to Move,₹1.45 Cr
1731,2 BHK Apartment for Sale in Golf Towers,853 sqft,Unfurnished,Resale,Ready to Move,₹85 Lac
1732,Showroom for Sale in Kankurgachi Kolkata,1675 sqft,Semi-Furnished,Resale,Ready to Move,₹2.50 Cr
1733,Shop for Sale in Meena Florence,386 sqft,Semi-Furnished,Resale,Ready to Move,₹37 Lac
1734,3 BHK Apartment for Sale in Greenfield City Classic Premium,850 sqft,Unfurnished,Resale,Ready to Move,₹50 Lac
1735,2 BHK Apartment for Sale in Classic Tower,1120 sqft,Semi-Furnished,Resale,Ready to Move,₹1.50 Cr
1736,1 BHK Apartment for Sale in Mukundapur Kolkata,272 sqft,Unfurnished,Resale,Ready to Move,₹15 Lac
1737,3 BHK Apartment for Sale in Koyla Vihar Vasundhara,1800 sqft,,Resale,Ready to Move,₹1.35 Cr
1738,3 BHK Apartment for Sale in Lake Town Kolkata,928 sqft,,Resale,Ready to Move,₹42 Lac
1739,3 BHK Apartment for Sale in Shyam Vihar,985 sqft,,,Ready to Move,₹67 Lac
1740,4 BHK Apartment for Sale in Sugam Morya,1850 sqft,Unfurnished,Resale,Ready to Move,₹2.38 Cr
1741,2 BHK Apartment for Sale in Regent Park Kolkata,525 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1742,2 BHK Apartment for Sale in Parvati Garden,705 sqft,Unfurnished,Resale,Ready to Move,₹32 Lac
1743,3 BHK Apartment for Sale in Multicon Estelle,1612 sqft,Unfurnished,Resale,Ready to Move,₹2.25 Cr
1744,2 BHK Apartment for Sale in Golpark Cooperative Housing Society,980 sqft,Semi-Furnished,Resale,Ready to Move,₹50 Lac
1745,2 BHK Apartment for Sale in Shyam Vihar Phase 2,850 sqft,Semi-Furnished,Resale,Ready to Move,₹38 Lac
1746,Office Space for Sale in Ballygunge Kolkata,268 sqft,Semi-Furnished,Resale,Ready to Move,₹45 Lac
1747,3 BHK Apartment for Sale in Urban Heights,1241 sqft,Semi-Furnished,Resale,Ready to Move,₹1.25 Cr
1748,3 BHK House for Sale in Thakurpukur Kolkata,1836 sqft,Semi-Furnished,Resale,Ready to Move,₹85 Lac
1749,2 BHK Apartment for Sale in Rajarhat Kolkata,1140 sqft,Unfurnished,Resale,Ready to Move,₹1.60 Cr
1750,2 BHK Apartment for Sale in Batanagar Kolkata,580 sqft,Semi-Furnished,Resale,Ready to Move,₹35 Lac
1751,2 BHK Builder Floor for Sale in Buroshibtalla,750 sqft,Furnished,Resale,Ready to Move,₹59 Lac
1752,2 BHK Apartment for Sale in Parnasree Palli Kolkata,652 sqft,Semi-Furnished,Resale,Ready to Move,₹51 Lac
1753,3 BHK Apartment for Sale in Baguiati Kolkata,750 sqft,Unfurnished,Resale,Ready to Move,₹60 Lac
1754,3 BHK Apartment for Sale in Batanagar Kolkata,820 sqft,Semi-Furnished,Resale,Ready to Move,₹42 Lac
1755,3 BHK Apartment for Sale in Behala Kolkata,1000 sqft,Semi-Furnished,Resale,Ready to Move,₹75 Lac
1756,3 BHK Apartment for Sale in Behala Chowrasta Kolkata,720 sqft,Unfurnished,Resale,Ready to Move,₹35 Lac
